source_file,file_date,product_name,price_low,price_high,average_price,unit
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Pork Rind/Skin, Local",106.67,106.67,106.67,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Pork Spare Ribs, Local",325.81,325.81,325.81,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Pork Spare Ribs, Imported",240.0,240.0,240.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Carabeef Forequarter, Local",326.67,326.67,326.67,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Carabeef Meat, Local",370.0,370.0,370.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Carabeef Rump Steak, Local",380.0,380.0,380.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Breast, Local Magnolia",221.02,221.02,221.02,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Breast, Local Bounty Fresh",230.0,230.0,230.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Breast, Local Unbranded, Fresh",211.22,211.22,211.22,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Drumstick, Local Magnolia",227.76,227.76,227.76,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Drumstick, Local Bounty Fresh",230.0,230.0,230.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Drumstick, Local Unbranded, Fresh",217.31,217.31,217.31,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Feet, Local",144.41,144.41,144.41,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Chicken Leg Quarter Magnolia,224.9,224.9,224.9,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Chicken Leg Quarter Bounty Fresh,230.0,230.0,230.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Leg Quarter Unbranded, Fresh",212.17,212.17,212.17,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Leg Quarter, Imported",165.5,165.5,165.5,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Liver, Local",231.27,231.27,231.27,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Neck, Local",141.6,141.6,141.6,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Rind/Skin, Local",148.8,148.8,148.8,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Wing, Local Magnolia",226.5,226.5,226.5,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Wing, Local Bounty Fresh",230.0,230.0,230.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Wing, Local Unbranded, Fresh",216.52,216.52,216.52,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Whole Chicken, Local Magnolia",211.21,211.21,211.21,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Whole Chicken, Local Bounty Fresh",210.0,210.0,210.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Whole Chicken, Local Fully Dressed",200.0,200.0,200.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chicken Egg (White, Medium) 56-60 grams/pc",8.19,8.19,8.19,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Ampalaya 4-5 pcs/kg,151.64,151.64,151.64,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chilli (Green), Local Haba/Panigang",109.78,109.78,109.78,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Eggplant 3-4 Small Bundles,86.95,86.95,86.95,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Native Pechay 3-4 Small Bundles,72.97,72.97,72.97,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Pole Sitao 3-4 Small Bundles,134.96,134.96,134.96,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Squash Suprema Variety,60.14,60.14,60.14,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Tomato 15-18 pcs/kg,68.2,68.2,68.2,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Bell Pepper (Green), Local Medium (151-250gm/pc)",233.57,233.57,233.57,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Bell Pepper (Red), Local Medium (151-250gm/pc)",241.71,241.71,241.71,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Broccoli, Local",182.73,182.73,182.73,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Broccoli, Imported",210.9,210.9,210.9,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cabbage (Rare Ball) 510 gm - 1 kg/head,82.5,82.5,82.5,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cabbage (Scorpio) 750 gm - 1 kg/head,92.41,92.41,92.41,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cabbage (Wonder Ball) 510 gm - 1 kg/head,82.97,82.97,82.97,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Carrots, Local 8-10 pcs/kg",96.57,96.57,96.57,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Carrots, Imported",99.44,99.44,99.44,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Celery Medium (501-800 g),159.06,159.06,159.06,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Chayote Medium (301-400 g),58.6,58.6,58.6,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Habichuelas/Baguio Beans, Local",92.69,92.69,92.69,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Pechay Baguio,84.25,84.25,84.25,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Lettuce (Green Ice),180.0,180.0,180.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Lettuce (Iceberg),256.94,256.94,256.94,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Lettuce (Romaine),204.4,204.4,204.4,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"White Potato, Local 10-12 pcs/kg",118.88,118.88,118.88,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Chilli (Red), Local Tingala",209.68,209.68,209.68,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Garlic, Native/Local",366.67,366.67,366.67,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Garlic, Imported",151.95,151.95,151.95,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Ginger, Local",156.49,156.49,156.49,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Ginger, Imported",164.17,164.17,164.17,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Red Onion, Local 13-15 pcs/kg",137.55,137.55,137.55,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Red Onion, Imported Medium",121.99,121.99,121.99,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Red Onion, Imported Large",109.83,109.83,109.83,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"White Onion, Local",115.45,115.45,115.45,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"White Onion, Imported Medium",120.32,120.32,120.32,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"White Onion, Imported Large",116.4,116.4,116.4,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Avocado,315.2,315.2,315.2,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Banana (Lakatan) 8-10 pcs/kg,99.18,99.18,99.18,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Banana (Latundan) 10-12 pcs/kg,75.72,75.72,75.72,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Banana (Saba),55.12,55.12,55.12,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Calamansi,125.42,125.42,125.42,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Mango (Carabao) Ripe, 3-4 pcs/kg",199.88,199.88,199.88,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Melon,105.96,105.96,105.96,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Papaya Solo, Ripe, 2-3 pcs/kg",72.22,72.22,72.22,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Pomelo,184.48,184.48,184.48,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Watermelon,80.66,80.66,80.66,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Salt (Rock),21.61,21.61,21.61,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Salt (Iodized),38.92,38.92,38.92,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Sugar (Refined),82.01,82.01,82.01,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Sugar (Washed),74.95,74.95,74.95,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Sugar (Brown),73.35,73.35,73.35,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cooking Oil (Palm) 350 ml/bottle,35.93,35.93,35.93,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cooking Oil (Palm) 1 Liter/bottle,90.5,90.5,90.5,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cooking Oil (Coconut) 350 ml/bottle,58.49,58.49,58.49,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cooking Oil (Coconut) 1 Liter/bottle,159.6,159.6,159.6,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,Cooking Oil (Minola) 500 ml/bottle,90.0,90.0,90.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Cooking Oil (Minola) 1,000 ml/bottle",140.0,140.0,140.0,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Cooking Oil (Spring) 1,000 ml/bottle",149.57,149.57,149.57,kg
3aebed398ec843ae8f653a2d7cca3205_February-13-2026.pdf,2026-02-15T07:29:55.143160,"Cooking Oil (Palm Olein, Jolly Brand) 1,000 ml/bottle",151.82,151.82,151.82,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Basmati Rice,217.5,217.5,217.5,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Glutinous Rice,60.98,60.98,60.98,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Jasponica/Japonica Rice,62.44,62.44,62.44,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Other Special Rice White Rice,60.65,60.65,60.65,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Premium 5% broken,54.71,54.71,54.71,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Well Milled 1-19% bran streak,46.3,46.3,46.3,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Regular Milled 20-40% bran streak,40.72,40.72,40.72,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Glutinous Rice,76.42,76.42,76.42,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Other Special Rice White Rice,59.04,59.04,59.04,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Premium 5% broken,52.34,52.34,52.34,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Well Milled 1-19% bran streak,45.63,45.63,45.63,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Regular Milled 20-40% bran streak,41.64,41.64,41.64,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Corn (White) Cob, Glutinous",84.29,84.29,84.29,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Corn Grits (White, Food Grade)",120.0,120.0,120.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Corn Grits (Feed Grade),46.67,46.67,46.67,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Mungbean,129.7,129.7,129.7,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Alumahan (Indian Mackerel) Medium (4-6 pcs/kg),381.11,381.11,381.11,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Bangus, Large Large (1-2 pcs)",263.13,263.13,263.13,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Bangus, Medium Medium (3-4 pcs/kg)",233.36,233.36,233.36,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Galunggong, Local Male, Medium (12-14 pcs/kg)",372.26,372.26,372.26,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Galunggong, Imported Male, Medium (12-14 pcs/kg)",298.0,298.0,298.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pampano, Local",483.85,483.85,483.85,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pampano, Imported",410.49,410.49,410.49,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Salmon Belly, Imported",423.06,423.06,423.06,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Salmon Head, Imported",222.35,222.35,222.35,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Sardines (Tamban),147.0,147.0,147.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Squid (Pusit Bisaya), Local Medium",486.55,486.55,486.55,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Squid, Imported",250.0,250.0,250.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Medium, Fresh or Chilled",343.0,343.0,343.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Tilapia Medium (5-6 pcs/kg),154.79,154.79,154.79,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Brisket, Local Meat with Bones",428.56,428.56,428.56,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Brisket, Imported",376.0,376.0,376.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Chuck, Local",409.67,409.67,409.67,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Forequarter, Local",480.0,480.0,480.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Fore Limb, Local",463.33,463.33,463.33,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Flank, Local",445.26,445.26,445.26,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Loin, Local",562.86,562.86,562.86,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Plate, Local",403.64,403.64,403.64,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Rib Eye, Local",435.0,435.0,435.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Rib Set, Local",411.82,411.82,411.82,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Rump, Local Lean Meat/ Tapadera",484.81,484.81,484.81,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Short Ribs, Local",416.76,416.76,416.76,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Sirloin, Local",484.46,484.46,484.46,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Striploin, Local",483.64,483.64,483.64,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Tenderloin, Local",673.13,673.13,673.13,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Beef Tongue, Local",526.67,526.67,526.67,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Belly (Liempo), Local",387.83,387.83,387.83,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Belly (Liempo), Imported",316.07,316.07,316.07,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Boston Shoulder, Local",366.33,366.33,366.33,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Chop, Local",334.25,334.25,334.25,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Chop, Imported",252.5,252.5,252.5,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Fore Shank, Local",324.21,324.21,324.21,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Fore Shank, Imported",232.0,232.0,232.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Head, Local",256.72,256.72,256.72,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Head, Imported",200.0,200.0,200.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Hind Leg (Pigue), Local",331.88,331.88,331.88,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Hind Leg (Pigue), Imported",255.53,255.53,255.53,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Hind Shank, Local",317.8,317.8,317.8,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Hind Shank, Imported",217.5,217.5,217.5,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Loin, Local",383.75,383.75,383.75,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Loin, Imported",278.0,278.0,278.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Offals, Local",253.86,253.86,253.86,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Offals, Imported",152.94,152.94,152.94,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Rind/Skin, Local",106.67,106.67,106.67,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Spare Ribs, Local",329.61,329.61,329.61,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Pork Spare Ribs, Imported",238.18,238.18,238.18,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Carabeef Forequarter, Local",326.67,326.67,326.67,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Carabeef Meat, Local",370.0,370.0,370.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Carabeef Rump Steak, Local",380.0,380.0,380.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Breast, Local Magnolia",223.4,223.4,223.4,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Breast, Local Bounty Fresh",230.0,230.0,230.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Breast, Local Unbranded, Fresh",217.47,217.47,217.47,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Drumstick, Local Magnolia",229.58,229.58,229.58,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Drumstick, Local Bounty Fresh",230.0,230.0,230.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Drumstick, Local Unbranded, Fresh",223.78,223.78,223.78,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Feet, Local",147.74,147.74,147.74,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Chicken Leg Quarter Magnolia,226.88,226.88,226.88,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,Chicken Leg Quarter Bounty Fresh,230.0,230.0,230.0,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Leg Quarter Unbranded, Fresh",217.29,217.29,217.29,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Leg Quarter, Imported",165.5,165.5,165.5,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Liver, Local",234.66,234.66,234.66,kg
40a858721e244c7b8c80d090c6186c3a_February-7-2026-DPI-AFC.pdf,2026-02-15T07:29:55.148073,"Chicken Neck, Local",145.29,145.29,145.29,kg
